EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
723286,INLAND MIAMI-DADE (ZONE), ,09/09/2017,900,Hurricane, , ,0,0,0,0,FL,EST-5, ,120690,Z,73,MFL,0,0,NWS Storm Survey, , , , , , , , ,09/10/2017,2100, , , , ,"Hurricane Irma produced maximum sustained winds of 60 to 75 mph across inland sections of Miami-Dade County, with a maximum sustained wind reading of 76 mph five miles southwest of Florida City. Wind gusts to hurricane force were observed across the entire area, with highest gust of 90 mph measured at Chekika in the Everglades. There was widespread damage to trees, fences and power poles, with limited damage to structures. Information on death toll, damage estimates, customers without power and people in evacuation shelters is contained in the event summary for Metropolitan Miami-Dade County.","Major Hurricane Irma made landfall in Southwest Florida on Marco Island as a Category 3 hurricane around 330 PM EDT on September 10th. The storm traveled north through southwest Florida through the evening. Effects from Irma were felt across South Florida from September 9th through September 11th. Irma had reached Category 5 strength and a minimum central pressure of 914 MB east of the Bahamas, maintaining Category 5 intensity until landfall along the north coast of Cuba on September 9th. Irma made its first Florida landfall in the Lower Florida Keys early on September 10th as a Category 4 hurricane. ||The strength and size of Hurricane Irma allowed for impacts to be felt across all of South Florida. Irma brought widespread wind damage, heavy rainfall and storm surge to all areas. Hurricane-force sustained wind were measured in much of Collier County, as well as far southern and inland Miami-Dade County, with the possibility of additional hurricane-force sustained wind in more isolated areas over the remainder of South Florida where widespread tropical storm force sustained wind occurred. Gusts to hurricane force were felt over all of South Florida, with the maximum measured wind gust of 142 mph in Naples in Collier County. Widespread tree damage and some structural damage occurred across all of South Florida, with most structural damage on the minor side.||Irma brought a significant storm surge on both coasts of South Florida. Storm surge of 6 to 8 feet was observed in the Everglades City and Goodland areas of Collier County, with 3 to 5 feet from Marco Island to Naples. Along the east coast, observed storm surge values of 4 to 6 feet were noted along Biscayne Bay from south of Miami to Homestead, and 2 to 4 feet elsewhere along the east coast from Key Biscayne to Palm Beach.||Hurricane Irma brought widespread rainfall and some flooding across the region. From the period between 8 AM EDT September 9th and 8 AM EDT September 11th, 8 to 15 inches of rain were measured over interior portions of Southwest Florida, with estimated amounts of 16 to 20 inches in southwestern Hendry County. This rainfall near the end of a wet summer led to significant flooding over these areas. 5 to 10 inches of rain were noted elsewhere across South Florida, with areas of minor to moderate flooding. ||32 deaths were attributed to Irma in southern Florida, all but one indirect. The only direct death was an 86-year-old man who was knocked down by a gust of wind while opening the front door of his home in Broward County. Most of the deaths occurred during cleanup after the storm, as well as several as a result of carbon monoxide poisoning from misuse of generators. Initial and incomplete damage estimate across the area is estimated to be around $800 million, but in all likelihood will be much higher once damage assessments are completed. $222.5 million in damage came in from Collier County, and about $300 million from Palm Beach County. About $255 million came from the agricultural community in Miami-Dade County.||Total number of people who were at county evacuation shelters were as follows: Miami-Dade County - 31,092, Palm Beach County - 17,263, Collier County - 17,040, Broward County - 17,000, Hendry County - 3,000||Total number of customers without power were as follows: Miami-Dade County - 888,530, Broward County - 689,000, Palm Beach County- 566,240, Collier County -  197,630, Hendry County - 9,700, Glades County - 1,670.",51
723362,COASTAL MIAMI-DADE COUNTY (ZONE), ,09/10/2017,930,Storm Surge/Tide, , ,0,0,0,0,FL,EST-5, ,120690,Z,173,MFL,0,0,NWS Storm Survey, , , , , , , , ,09/10/2017,2000, , , , ,"Maximum storm tide in Miami-Dade County occurred along the Biscayne Bay shoreline south of Downtown Miami to Black Point, where highest surge values were 5-6 feet above Mean Higher High Water (MHHW). Greatest impacts were in the Coconut Grove area where inundation ranged from 3 to 5 feet at the shoreline, with inland extent of flooding up to the north side of Bayshore Drive. Marinas and parks at the bayfront were flooded, and adjacent properties/structures suffered water damage as far south as Matheson Hammock Park.  ||USGS rapid deployment gauges measured a maximum storm tide of 5.75 feet above NAVD88 at Dinner Key Marina in Coconut Grove, 5.61 feet above NAVD88 at Black Point, and 4.07 feet above NAVD88 at Turkey Point. At the Virginia Key NOS station, maximum storm tide was 3.66 feet above MHHW. ||In the Brickell area just south of Downtown Miami, streets within a half-mile of the bay had about 2-3 feet of inundation. Similar inundation was noted north of Downtown Miami up to the Edgewater area, with lower values to the north. ||Along the Atlantic coast from Miami Beach northward, inundation was generally 2-3 feet along the immediate coast, with a maximum storm tide from USGS gauge of 3.32 feet above NAVD88 at Bal Harbour.","Major Hurricane Irma made landfall in Southwest Florida on Marco Island as a Category 3 hurricane around 330 PM EDT on September 10th. The storm traveled north through southwest Florida through the evening. Effects from Irma were felt across South Florida from September 9th through September 11th. Irma had reached Category 5 strength and a minimum central pressure of 914 MB east of the Bahamas, maintaining Category 5 intensity until landfall along the north coast of Cuba on September 9th. Irma made its first Florida landfall in the Lower Florida Keys early on September 10th as a Category 4 hurricane. ||The strength and size of Hurricane Irma allowed for impacts to be felt across all of South Florida. Irma brought widespread wind damage, heavy rainfall and storm surge to all areas. Hurricane-force sustained wind were measured in much of Collier County, as well as far southern and inland Miami-Dade County, with the possibility of additional hurricane-force sustained wind in more isolated areas over the remainder of South Florida where widespread tropical storm force sustained wind occurred. Gusts to hurricane force were felt over all of South Florida, with the maximum measured wind gust of 142 mph in Naples in Collier County. Widespread tree damage and some structural damage occurred across all of South Florida, with most structural damage on the minor side.||Irma brought a significant storm surge on both coasts of South Florida. Storm surge of 6 to 8 feet was observed in the Everglades City and Goodland areas of Collier County, with 3 to 5 feet from Marco Island to Naples. Along the east coast, observed storm surge values of 4 to 6 feet were noted along Biscayne Bay from south of Miami to Homestead, and 2 to 4 feet elsewhere along the east coast from Key Biscayne to Palm Beach.||Hurricane Irma brought widespread rainfall and some flooding across the region. From the period between 8 AM EDT September 9th and 8 AM EDT September 11th, 8 to 15 inches of rain were measured over interior portions of Southwest Florida, with estimated amounts of 16 to 20 inches in southwestern Hendry County. This rainfall near the end of a wet summer led to significant flooding over these areas. 5 to 10 inches of rain were noted elsewhere across South Florida, with areas of minor to moderate flooding. ||32 deaths were attributed to Irma in southern Florida, all but one indirect. The only direct death was an 86-year-old man who was knocked down by a gust of wind while opening the front door of his home in Broward County. Most of the deaths occurred during cleanup after the storm, as well as several as a result of carbon monoxide poisoning from misuse of generators. Initial and incomplete damage estimate across the area is estimated to be around $800 million, but in all likelihood will be much higher once damage assessments are completed. $222.5 million in damage came in from Collier County, and about $300 million from Palm Beach County. About $255 million came from the agricultural community in Miami-Dade County.||Total number of people who were at county evacuation shelters were as follows: Miami-Dade County - 31,092, Palm Beach County - 17,263, Collier County - 17,040, Broward County - 17,000, Hendry County - 3,000||Total number of customers without power were as follows: Miami-Dade County - 888,530, Broward County - 689,000, Palm Beach County- 566,240, Collier County -  197,630, Hendry County - 9,700, Glades County - 1,670.",52
724140,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/03/2017,1830,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,120974,Z,173,MFL,0,0,NWS Employee, , , , , , , , ,10/03/2017,1930, , , , ,"High tide flooding across Downtown Miami lead to 9 to 12 inches of water across the road on Biscayne Boulevard just north of the Epic Hotel. An additional 6 to 9 inches of water was covered the southbound lanes of Biscayne Boulevard at I-395.","Perigean spring tides that occurred with the full moon led widespread minor to moderate flooding at high tides along the east coast of South Florida during early October. Flooding impacts were exacerbated by strong easterly flow and occasional periods of heavy rainfall. Flooding of numerous streets, parks, and docks along the coast, canals, and intracoastal waterways was reported. Additional tidal flooding also occurred along the Gulf coast at times.",53
724144,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/04/2017,730,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,120974,Z,173,MFL,0,0,Social Media, , , , , , , , ,10/04/2017,845, , , , ,"A combination of heavy rain and high tide lead to 6 inches of standing water in the street on Miami Beach near 78th Street and Byron Avenue. Reports and pictures received via social media.","Perigean spring tides that occurred with the full moon led widespread minor to moderate flooding at high tides along the east coast of South Florida during early October. Flooding impacts were exacerbated by strong easterly flow and occasional periods of heavy rainfall. Flooding of numerous streets, parks, and docks along the coast, canals, and intracoastal waterways was reported. Additional tidal flooding also occurred along the Gulf coast at times.",54
724228,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/04/2017,1900,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,120974,Z,173,MFL,0,0,NWS Employee, , , , , , , , ,10/04/2017,2030, , , , ,"Six to as much as 12 inches of standing water was noted in several streets in the City of Miami along and east of Biscayne Boulevard from I-395 to NE 30th Street.","Perigean spring tides that occurred with the full moon led widespread minor to moderate flooding at high tides along the east coast of South Florida during early October. Flooding impacts were exacerbated by strong easterly flow and occasional periods of heavy rainfall. Flooding of numerous streets, parks, and docks along the coast, canals, and intracoastal waterways was reported. Additional tidal flooding also occurred along the Gulf coast at times.",55
724148,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/05/2017,645,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,120974,Z,173,MFL,0,0,NWS Employee, , , , , , , , ,10/05/2017,900, , , , ,"A combination of high tide and heavy rainfall led to flooding across portions of Miami during the morning hours of October 5th. 8-10 inches of standing water occurred along 30th Street, with significant standing water along Bayshore Drive near NE 21st Street. An additional 6 inches of water was reported along the roadway at SE 14th Street, along with 8 inches of water along the road at US 1 and SE 14th Street, and at least 6 inches of water over the intersection of NW 6th Street and NW 7th Avenue.","Perigean spring tides that occurred with the full moon led widespread minor to moderate flooding at high tides along the east coast of South Florida during early October. Flooding impacts were exacerbated by strong easterly flow and occasional periods of heavy rainfall. Flooding of numerous streets, parks, and docks along the coast, canals, and intracoastal waterways was reported. Additional tidal flooding also occurred along the Gulf coast at times.",56
724149,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/05/2017,700,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,120974,Z,173,MFL,0,0,Social Media, , , , , , , , ,10/05/2017,830, , , , ,"Significant street flooding due to high tide was reported via social media along Biarritz Drive near Normandy Shores Gulf Course. An additional several inches of water was also reported along the roads in the Bay Harbor Islands.","Perigean spring tides that occurred with the full moon led widespread minor to moderate flooding at high tides along the east coast of South Florida during early October. Flooding impacts were exacerbated by strong easterly flow and occasional periods of heavy rainfall. Flooding of numerous streets, parks, and docks along the coast, canals, and intracoastal waterways was reported. Additional tidal flooding also occurred along the Gulf coast at times.",57
724150,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/05/2017,800,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,120974,Z,173,MFL,0,0,Social Media, , , , , , , , ,10/05/2017,922, , , , ,"Flooding during the morning high tide lead to an estimated 1 to 2 feet of standing water covering most of the parking lot at Matheson Hammock Park. Information received via social media.","Perigean spring tides that occurred with the full moon led widespread minor to moderate flooding at high tides along the east coast of South Florida during early October. Flooding impacts were exacerbated by strong easterly flow and occasional periods of heavy rainfall. Flooding of numerous streets, parks, and docks along the coast, canals, and intracoastal waterways was reported. Additional tidal flooding also occurred along the Gulf coast at times.",58
724151,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/05/2017,800,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,120974,Z,173,MFL,0,0,Social Media, , , , , , , , ,10/05/2017,930, , , , ,"Significant street flooding due to high tide occurred along Miami Beach and Key Biscayne. Portions of Collins Avenue in Miami Beach reported an estimated 6 inches of standing water from 14th Street to 24th Street, with as much as 9 inches near Collins and 23rd Street. On Key Biscayne, 6 to 9 inches of water was reported to have covered the entire roadway along Harbor Drive for a length of 100 to 200 feet.","Perigean spring tides that occurred with the full moon led widespread minor to moderate flooding at high tides along the east coast of South Florida during early October. Flooding impacts were exacerbated by strong easterly flow and occasional periods of heavy rainfall. Flooding of numerous streets, parks, and docks along the coast, canals, and intracoastal waterways was reported. Additional tidal flooding also occurred along the Gulf coast at times.",59
724147,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/05/2017,2022,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,120974,Z,173,MFL,0,0,NWS Employee, , , , , , , , ,10/05/2017,2105, , , , ,"Flooding occurred during the evening high tide across portions of Downtown Miami. 8-10 inches of water were reported along 30th Street, along with 9-12 inches of standing water covering the entire width of 23rd Street near 6th Avenue. Additional flooding along occurred along Biscayne Boulevard where 6 to 9 inches of stand water covered parts of the road underneath I-395 and an adjacent parking lot. More minor flooding occurred along NE 12th street at Biscayne Boulevard.","Perigean spring tides that occurred with the full moon led widespread minor to moderate flooding at high tides along the east coast of South Florida during early October. Flooding impacts were exacerbated by strong easterly flow and occasional periods of heavy rainfall. Flooding of numerous streets, parks, and docks along the coast, canals, and intracoastal waterways was reported. Additional tidal flooding also occurred along the Gulf coast at times.",60
724233,METROPOLITAN MIAMI-DADE (ZONE), ,10/06/2017,900,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,120974,Z,74,MFL,0,0,Social Media, , , , , , , , ,10/06/2017,1000, , , , ,"Tidal flooding occurred in Maceo Park south of Blue Lagoon off NW 7 Street in Miami.","Perigean spring tides that occurred with the full moon led widespread minor to moderate flooding at high tides along the east coast of South Florida during early October. Flooding impacts were exacerbated by strong easterly flow and occasional periods of heavy rainfall. Flooding of numerous streets, parks, and docks along the coast, canals, and intracoastal waterways was reported. Additional tidal flooding also occurred along the Gulf coast at times.",61
724152,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/07/2017,900,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,120974,Z,173,MFL,0,0,Social Media, , , , , , , , ,10/07/2017,1055, , , , ,"Flooding associated with the morning high tide lead to up to 6 to 9 inches of water covering the entire street near the intersection of NE 78th Street and 10th Avenue in Miami, as well as along the Miami River in Jose Marti and Lummus Parks.","Perigean spring tides that occurred with the full moon led widespread minor to moderate flooding at high tides along the east coast of South Florida during early October. Flooding impacts were exacerbated by strong easterly flow and occasional periods of heavy rainfall. Flooding of numerous streets, parks, and docks along the coast, canals, and intracoastal waterways was reported. Additional tidal flooding also occurred along the Gulf coast at times.",62
724170,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/21/2017,945,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,120980,Z,173,MFL,0,0,Social Media, , , , , , , , ,10/21/2017,1045, , , , ,"Pictures via social media show several inches of flooding over the parking lot at Matheson Hammock Park associated with the morning high tide.","Perigean spring tides that occurred with the new moon during late October led to another round of minor flooding in the most vulnerable locations of South Florida.",63
724210,METROPOLITAN MIAMI-DADE (ZONE), ,10/28/2017,2200,Tropical Depression, , ,0,0,0,0,FL,EST-5, ,120990,Z,74,MFL,0,0,ASOS, , , , , , , , ,10/29/2017,0, , , , ,"Tropical Storm Philippe produced maximum sustained winds generally between 20 and 30 knots (25 and 35 mph) across metropolitan Miami-Dade County for around 2 hours during the late evening hours of October 28th. A peak gust of 36 knots (41 mph) was measured at Miami International Airport during the late night hours. Minor tree damage was reported across the area, with no significant property damage reported.","Tropical Storm Philippe was a very disorganized storm as it moved across the Florida Straits on October 28th, making landfall in extreme South Florida along the Florida Bay on October 29th as a minimal tropical storm with a lowest central pressure of 1000 mb. The central pressure of Philippe later deepened to 997 mb east of Florida on October 29th.||The storm brought widespread rainfall across all of South Florida, with average amounts of 2 to 4 inches across the region. A higher swath of 4 to 8 inches with isolated 10 to 11 inches was recorded across northern Broward and southern Palm Beach counties, mainly along the coast from Fort Lauderdale northward. Localized roadway flooding was reported with this activity. ||The wind impacts of Philippe were limited to the east coast of South Florida. While no locations on land experienced sustained tropical storm force winds, a few locations across Miami-Dade and Broward counties did see gusts to tropical storm force during the overnight hours of October 28th into October 29th. These gusts led to reports of minor tree damage, mainly in Miami-Dade County. ||Three tornadoes also occurred with the passage of Philippe.",64
724211,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/28/2017,2200,Tropical Depression, , ,0,0,0,0,FL,EST-5, ,120990,Z,173,MFL,0,0,Mesonet, , , , , , , , ,10/29/2017,0, , , , ,"Tropical Storm Philippe produced maximum sustained winds generally between 20 and 30 knots (25 and 35 mph) across coastal Miami-Dade County for around 2 hours during the late evening hours of October 28th. A peak gust of 50 knots (58 mph) was measured at WxFlow site XGVT, located in Government Cut near the Port of Miami during the late night hours, with other sites measuring peak gusts around 40 mph. Minor tree damage was reported across the area, with no significant property damage reported.","Tropical Storm Philippe was a very disorganized storm as it moved across the Florida Straits on October 28th, making landfall in extreme South Florida along the Florida Bay on October 29th as a minimal tropical storm with a lowest central pressure of 1000 mb. The central pressure of Philippe later deepened to 997 mb east of Florida on October 29th.||The storm brought widespread rainfall across all of South Florida, with average amounts of 2 to 4 inches across the region. A higher swath of 4 to 8 inches with isolated 10 to 11 inches was recorded across northern Broward and southern Palm Beach counties, mainly along the coast from Fort Lauderdale northward. Localized roadway flooding was reported with this activity. ||The wind impacts of Philippe were limited to the east coast of South Florida. While no locations on land experienced sustained tropical storm force winds, a few locations across Miami-Dade and Broward counties did see gusts to tropical storm force during the overnight hours of October 28th into October 29th. These gusts led to reports of minor tree damage, mainly in Miami-Dade County. ||Three tornadoes also occurred with the passage of Philippe.",65
724244,COASTAL MIAMI-DADE COUNTY (ZONE), ,11/05/2017,900,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,120933,Z,173,MFL,0,0,NWS Employee, , , , , , , , ,11/05/2017,1000, , , , ,"Minor flooding of sidewalk and curb on NE 23 Street in Miami east of Biscayne Boulevard. Water was up to 6 inches deep at the curb, but most of street remained dry.","The combination of higher than normal tidal departures coupled with the King Tides brought minor flooding near the times of high tide. Low-lying and vulnerable locations along the Palm Beach, Broward and Miami-Dade coast saw minor flooding of streets and grassy areas.",66
771188,MIAMI-DADE CO.,MIAMI SPGS,06/14/2018,1240,Flood, , ,0,0,0,0,FL,EST-5, ,128502,C,86,MFL,0,0,Trained Spotter,Heavy Rain, , ,2,ESE,1,E,MIAMI SPGS,06/14/2018,1240,25.8112,-80.2573,25.817,-80.2574,"Report received via trained spotter of flooding along the roadway rendering NW 37th Avenue between NW 36th Street and NW 46th Street impassable. Several smaller roads in the area are also flooded. Radar and observations in the area suggest 2 to 3 inches of rain had fallen.","Deep tropical moisture lead to the development of showers and storms across South Florida during the morning and early afternoon hours. Numerous boundary collisions lead to the development of a funnel clouds across northwestern Broward County and street flooding in Miami.",67
771201,MIAMI-DADE CO.,SWEET WATER,06/28/2018,1736,Flood, , ,0,0,0,0,FL,EST-5, ,128508,C,86,MFL,0,0,Social Media,Heavy Rain, , ,2,WNW,2,WSW,SWEET WATER,06/28/2018,1736,25.7827,-80.3939,25.7615,-80.3933,"Photos relayed from Twitter show flooded roadways along SW 122nd Avenue from NW 12th Street to SW 8th Street in Miami. Some cars are also stalled out in the roadway.","Showers and storms developed along the Gulf and Atlantic seabreezes during the late morning and afternoon hours across South Florida. Several rounds of storms affected the east coast metro, producing street flooding across portions of Miami-Dade County.",68
774400,MIAMI-DADE CO.,PINEWOOD,07/10/2018,1800,Flood, , ,0,0,0,0,FL,EST-5, ,129231,C,86,MFL,0,0,NWS Employee,Heavy Rain, , ,1,E,1,WNW,MIAMI,07/10/2018,1845,25.8467,-80.2094,25.7738,-80.209,"An off duty NWS employee called to report that the express lanes on I-95 had been closed due to flooding from heavy rainfall with thunderstorms training over the same region.","Abundant moisture and instability across South Florida allowed thunderstorms to develop along the east coast sea breeze in the afternoon. Sea breeze and outflow boundaries continued to allow storms to develop over the same region causing flooding in Miami-Dade County and a Tornado in Broward. These storms also produced frequent to excessive lightning causing fatalities and damage across the east coast.",69
787392,METROPOLITAN MIAMI-DADE (ZONE), ,09/03/2018,739,Tropical Depression, , ,0,0,0,0,FL,EST-5, ,131618,Z,74,MFL,0,0,Mesonet, , , , , , , , ,09/03/2018,739, , , , ,"Sustained tropical depression winds of 26 knots were recorded by the mesonet site MMRMS located in Perrine. A maximum wind gust of 35 knots was also recorded at 932 AM EDT.","A low pressure system moving across the tropical Atlantic into the Bahamas formed into Tropical Storm Gordon near the South Florida peninsula. Although the effects from Tropical Storm Gordon were fairly minor for South Florida, sustained Tropical Storm force winds were felt across portions of Miami-Dade and Broward County. Miami-Dade and Broward reported slightly higher amount of power outages than a typical day across the region. Due to some heavy rainbands Miami-Dade county experienced some street flooding that led to partial lane closures. However, no structural flooding was reported with all flood impacts relatively minor.",70
787374,COASTAL MIAMI-DADE COUNTY (ZONE), ,09/03/2018,754,Tropical Depression, , ,0,0,0,0,FL,EST-5, ,131618,Z,173,MFL,0,0,Mesonet, , , , , , , , ,09/03/2018,754, , , , ,"Sustained tropical depression winds of 30 knots were recorded by the mesonet site MCMBP located at Miami Beach . A maximum wind gust of 37 knots was also recorded at 752AM EDT.","A low pressure system moving across the tropical Atlantic into the Bahamas formed into Tropical Storm Gordon near the South Florida peninsula. Although the effects from Tropical Storm Gordon were fairly minor for South Florida, sustained Tropical Storm force winds were felt across portions of Miami-Dade and Broward County. Miami-Dade and Broward reported slightly higher amount of power outages than a typical day across the region. Due to some heavy rainbands Miami-Dade county experienced some street flooding that led to partial lane closures. However, no structural flooding was reported with all flood impacts relatively minor.",71
787285,METROPOLITAN MIAMI-DADE (ZONE), ,09/03/2018,813,Tropical Storm, , ,0,0,0,0,FL,EST-5, ,131618,Z,74,MFL,0,0,ASOS, , , , , , , , ,09/03/2018,813, , , , ,"Sustained tropical storm force winds of 34 knots was recorded by ASOS site KOPF located at Opa-Locka Airport. A wind gust of 44 knots was also recorded at the site at 813 AM EDT.","A low pressure system moving across the tropical Atlantic into the Bahamas formed into Tropical Storm Gordon near the South Florida peninsula. Although the effects from Tropical Storm Gordon were fairly minor for South Florida, sustained Tropical Storm force winds were felt across portions of Miami-Dade and Broward County. Miami-Dade and Broward reported slightly higher amount of power outages than a typical day across the region. Due to some heavy rainbands Miami-Dade county experienced some street flooding that led to partial lane closures. However, no structural flooding was reported with all flood impacts relatively minor.",72
787369,COASTAL MIAMI-DADE COUNTY (ZONE), ,09/03/2018,840,Tropical Depression, , ,0,0,0,0,FL,EST-5, ,131618,Z,173,MFL,0,0,Mesonet, , , , , , , , ,09/03/2018,840, , , , ,"Sustained tropical depression winds of 30 knots were recorded by the mesonet site MDFR4 located at Bal Harbour. A maximum wind gust of 49 knots was also recorded at 854 AM EDT.","A low pressure system moving across the tropical Atlantic into the Bahamas formed into Tropical Storm Gordon near the South Florida peninsula. Although the effects from Tropical Storm Gordon were fairly minor for South Florida, sustained Tropical Storm force winds were felt across portions of Miami-Dade and Broward County. Miami-Dade and Broward reported slightly higher amount of power outages than a typical day across the region. Due to some heavy rainbands Miami-Dade county experienced some street flooding that led to partial lane closures. However, no structural flooding was reported with all flood impacts relatively minor.",73
787372,COASTAL MIAMI-DADE COUNTY (ZONE), ,09/03/2018,930,Tropical Depression, , ,0,0,0,0,FL,EST-5, ,131618,Z,173,MFL,0,0,Mesonet, , , , , , , , ,09/03/2018,930, , , , ,"Sustained tropical depression winds of 33 knots were recorded by the mesonet site XTKY located at Turkey Point. A maximum wind gust of 42 knots was also recorded at 815 AM EDT.","A low pressure system moving across the tropical Atlantic into the Bahamas formed into Tropical Storm Gordon near the South Florida peninsula. Although the effects from Tropical Storm Gordon were fairly minor for South Florida, sustained Tropical Storm force winds were felt across portions of Miami-Dade and Broward County. Miami-Dade and Broward reported slightly higher amount of power outages than a typical day across the region. Due to some heavy rainbands Miami-Dade county experienced some street flooding that led to partial lane closures. However, no structural flooding was reported with all flood impacts relatively minor.",74
787346,INLAND MIAMI-DADE (ZONE), ,09/03/2018,931,Tropical Storm, , ,0,0,0,0,FL,EST-5, ,131618,Z,73,MFL,0,0,ASOS, , , , , , , , ,09/03/2018,931, , , , ,"Sustained tropical depression winds of 28 knots were recorded by the ASOS site KTMB located at Tamiami/West Kendall Airport. A maximum wind gust of 37 knots was also recorded at 632AM EDT.","A low pressure system moving across the tropical Atlantic into the Bahamas formed into Tropical Storm Gordon near the South Florida peninsula. Although the effects from Tropical Storm Gordon were fairly minor for South Florida, sustained Tropical Storm force winds were felt across portions of Miami-Dade and Broward County. Miami-Dade and Broward reported slightly higher amount of power outages than a typical day across the region. Due to some heavy rainbands Miami-Dade county experienced some street flooding that led to partial lane closures. However, no structural flooding was reported with all flood impacts relatively minor.",75
787340,METROPOLITAN MIAMI-DADE (ZONE), ,09/03/2018,1156,Tropical Depression, , ,0,0,0,0,FL,EST-5, ,131618,Z,74,MFL,0,0,ASOS, , , , , , , , ,09/03/2018,1156, , , , ,"Sustained tropical depression wind of 26 knots was recorded by the ASOS site KMIA located at Miami International Airport. A wind gust of 37 knots was recorded at 856 AM.","A low pressure system moving across the tropical Atlantic into the Bahamas formed into Tropical Storm Gordon near the South Florida peninsula. Although the effects from Tropical Storm Gordon were fairly minor for South Florida, sustained Tropical Storm force winds were felt across portions of Miami-Dade and Broward County. Miami-Dade and Broward reported slightly higher amount of power outages than a typical day across the region. Due to some heavy rainbands Miami-Dade county experienced some street flooding that led to partial lane closures. However, no structural flooding was reported with all flood impacts relatively minor.",76
787851,MIAMI-DADE CO.,HOMESTEAD,09/03/2018,1200,Flood, , ,0,0,0,0,FL,EST-5, ,131618,C,86,MFL,0,0,Emergency Manager,Heavy Rain / Tropical System, , ,1,SSW,1,E,LEISURE CITY,09/03/2018,2300,25.4627,-80.4753,25.4813,-80.4151,"Heavy rainfall associated with Tropical Storm Gordon fell across much of southern Miami-Dade County, including the Homestead area. Multiple reports of 5 to 7 inches of rain fell across the region, which led to some minor street flooding and a few partial lane closures.","A low pressure system moving across the tropical Atlantic into the Bahamas formed into Tropical Storm Gordon near the South Florida peninsula. Although the effects from Tropical Storm Gordon were fairly minor for South Florida, sustained Tropical Storm force winds were felt across portions of Miami-Dade and Broward County. Miami-Dade and Broward reported slightly higher amount of power outages than a typical day across the region. Due to some heavy rainbands Miami-Dade county experienced some street flooding that led to partial lane closures. However, no structural flooding was reported with all flood impacts relatively minor.",77
787852,MIAMI-DADE CO.,SWEET WATER,09/03/2018,1200,Flood, , ,0,0,0,0,FL,EST-5, ,131618,C,86,MFL,0,0,Emergency Manager,Heavy Rain / Tropical System, , ,1,N,2,S,MEDLEY,09/03/2018,2200,25.7842,-80.3687,25.8081,-80.322,"Heavy rainfall led to minor flooding and partial lane closures in Doral, mainly along NW 12 Street between NW 107 Avenue and NW 92 Avenue, and between NW 79 Avenue and NW 77 Court from NW 29 Street to NW 34 Street. Rainfall totals of 3 to 4 inches fell in only a few hours.","A low pressure system moving across the tropical Atlantic into the Bahamas formed into Tropical Storm Gordon near the South Florida peninsula. Although the effects from Tropical Storm Gordon were fairly minor for South Florida, sustained Tropical Storm force winds were felt across portions of Miami-Dade and Broward County. Miami-Dade and Broward reported slightly higher amount of power outages than a typical day across the region. Due to some heavy rainbands Miami-Dade county experienced some street flooding that led to partial lane closures. However, no structural flooding was reported with all flood impacts relatively minor.",78
